позиция в рейтинге,SKU,название товара,категория,количество продано,выручка,доля выручки %,накопительная доля %,ABC категория,средняя цена продажи,расчётная себестоимость (30%),валовая прибыль,маржа %
527,167,Джемпер Джеки интерлок травяной,knitwear,5.0,25640.0,0.0607,76.8559,A,5128.0,7692.0,17948.0,70.0
528,2515,Поло мужское трикотажное темный шоколад,tops_blouses,4.0,25600.0,0.0606,76.9165,A,6400.0,7680.0,17920.0,70.0
529,1073,Свитер базовый шерсть черный,knitwear,8.0,25450.0,0.0603,76.9768,A,3181.25,7635.0,17815.0,70.0
530,2152,Юбка трикотажная прямая черный макси,skirts,7.0,25450.0,0.0603,77.0371,A,3635.71,7635.0,17815.0,70.0
531,2106,Кардиган Чешуйки жаккард апельсин,knitwear,4.0,25440.0,0.0603,77.0974,A,6360.0,7632.0,17808.0,70.0
532,1335,Рубашка льняная тауп,tops_blouses,5.0,25405.0,0.0602,77.1576,A,5081.0,7621.5,17783.5,70.0
533,2603,Джемпер Агата тауп,knitwear,5.0,25380.0,0.0601,77.2177,A,5076.0,7614.0,17766.0,70.0
534,2486,Шорты молочный леопард,pants,5.0,25316.6,0.06,77.2776,A,5063.32,7594.98,17721.62,70.0
535,2095,Юбка атласная макси черный,skirts,9.0,25307.0,0.0599,77.3376,A,2811.89,7592.1,17714.9,70.0
536,2186,Платье интерлок макси маренго,dresses,4.0,25236.0,0.0598,77.3974,A,6309.0,7570.8,17665.2,70.0
537,246,Шапка взрослая фуксия,accessories,23.0,25196.0,0.0597,77.4571,A,1095.48,7558.8,17637.2,70.0
538,1328,Жилет льняной морская волна,knitwear,6.0,25080.0,0.0594,77.5165,A,4180.0,7524.0,17556.0,70.0
539,1114,Подарочный сертификат 5000,gift_cards,5.0,25000.0,0.0592,77.5757,A,5000.0,7500.0,17500.0,70.0
540,2092,Палантин трикотажный Листочки лосось,accessories,8.0,24955.0,0.0591,77.6348,A,3119.38,7486.5,17468.5,70.0
541,2174,Платье интерлок шерсть макси горький шоколад,dresses,3.0,24920.0,0.059,77.6938,A,8306.67,7476.0,17444.0,70.0
542,46,Джемпер Лайт шерсть олива,knitwear,9.0,24860.0,0.0589,77.7527,A,2762.22,7458.0,17402.0,70.0
543,2463,Юбка трикотажная ажур Бриз липа,skirts,5.0,24840.0,0.0588,77.8116,A,4968.0,7452.0,17388.0,70.0
544,2511,Рубашка Лето женская вискоза синий с молочным,tops_blouses,7.0,24678.0,0.0585,77.87,A,3525.43,7403.4,17274.6,70.0
545,326,Шапка взрослая графит,accessories,20.0,24654.0,0.0584,77.9284,A,1232.7,7396.2,17257.8,70.0
546,2639,Пальто шерстяное утепленное двубортное на пуговицах шоколад,outerwear,1.0,24650.0,0.0584,77.9868,A,24650.0,7395.0,17255.0,70.0
547,2379,Юбка костюмная миди сливочно-желтый,skirts,4.0,24490.0,0.058,78.0448,A,6122.5,7347.0,17143.0,70.0
548,492,Шапка Взрослая фиолетовый,accessories,21.0,24368.0,0.0577,78.1025,A,1160.38,7310.4,17057.6,70.0
549,2362,Кардиган трикотажный на завязках серо-лавандовый,knitwear,5.0,24336.0,0.0576,78.1602,A,4867.2,7300.8,17035.2,70.0
550,2023,Платье лапша V-вырез one size шоколад,dresses,7.0,24220.0,0.0574,78.2176,A,3460.0,7266.0,16954.0,70.0
551,1085,Свитер Кострома V-вырез лайм,knitwear,7.0,24140.0,0.0572,78.2747,A,3448.57,7242.0,16898.0,70.0
552,1289,Джемпер сердечки детский черный,knitwear,6.0,24120.0,0.0571,78.3319,A,4020.0,7236.0,16884.0,70.0
553,2111,Юбка лапша синий,skirts,8.0,24100.0,0.0571,78.389,A,3012.5,7230.0,16870.0,70.0
554,750,Шапка взрослая лайм,accessories,21.0,24100.0,0.0571,78.446,A,1147.62,7230.0,16870.0,70.0
555,2733,Жилет удлиненный из тафты черный,knitwear,4.0,24090.0,0.0571,78.5031,A,6022.5,7227.0,16863.0,70.0
556,2172,Шарф взрослый шерсть бургунди,accessories,8.0,24020.0,0.0569,78.56,A,3002.5,7206.0,16814.0,70.0
557,2197,Юбка трикотажная прямая шерсть макси темный маренго,skirts,6.0,24000.0,0.0569,78.6169,A,4000.0,7200.0,16800.0,70.0
558,1067,Рубашка женская oversize фланель клетка шоколад,tops_blouses,6.0,23940.0,0.0567,78.6736,A,3990.0,7182.0,16758.0,70.0
559,2273,Джемпер Джеки интерлок джинс,pants,4.0,23870.0,0.0565,78.7301,A,5967.5,7161.0,16709.0,70.0
560,2571,Джемпер женский Софи апельсин,knitwear,4.0,23870.0,0.0565,78.7867,A,5967.5,7161.0,16709.0,70.0
561,1137,Футболка женская базовая черный,tshirts_longsleeves,15.0,23854.5,0.0565,78.8432,A,1590.3,7156.35,16698.15,70.0
562,1127,Свитер Кострома V-вырез голубой меланж,knitwear,7.0,23820.0,0.0564,78.8996,A,3402.86,7146.0,16674.0,70.0
563,1053,Джемпер Джеки интерлок лайм,knitwear,5.0,23760.0,0.0563,78.9559,A,4752.0,7128.0,16632.0,70.0
564,2232,Манишка на завязках с воротом шерсть терракот,accessories,6.0,23730.0,0.0562,79.0121,A,3955.0,7119.0,16611.0,70.0
565,363,Шапка Взрослая серый меланж,accessories,21.0,23712.0,0.0562,79.0682,A,1129.14,7113.6,16598.4,70.0
566,593,Свитер Кострома олива,knitwear,7.0,23710.0,0.0562,79.1244,A,3387.14,7113.0,16597.0,70.0
567,2682,Рубашка женская из тенсела винный,tops_blouses,4.0,23705.0,0.0562,79.1806,A,5926.25,7111.5,16593.5,70.0
568,2367,Кардиган трикотажный на завязках лимонный,knitwear,5.0,23660.0,0.056,79.2366,A,4732.0,7098.0,16562.0,70.0
569,229,Шапка взрослая хаки,accessories,20.0,23650.0,0.056,79.2926,A,1182.5,7095.0,16555.0,70.0
570,2496,Поло трикотажное ваниль с шоколадом,tops_blouses,7.0,23630.0,0.056,79.3486,A,3375.71,7089.0,16541.0,70.0
571,2411,Юбка трикотажная А-силуэта серый,skirts,7.0,23540.0,0.0558,79.4044,A,3362.86,7062.0,16478.0,70.0
572,2448,Платье трикотажное ажур Колоски макси серо-лавандовый,dresses,3.0,23520.0,0.0557,79.4601,A,7840.0,7056.0,16464.0,70.0
573,932,Джемпер Листочки двусторонний молочно-ореховый,knitwear,4.0,23460.0,0.0556,79.5156,A,5865.0,7038.0,16422.0,70.0
574,1307,Юбка трикотажная в рубчик миди жемчужный,skirts,8.0,23406.0,0.0554,79.5711,A,2925.75,7021.8,16384.2,70.0
575,2647,Блуза с воротом стойка из тенсела горчица,tops_blouses,4.0,23400.0,0.0554,79.6265,A,5850.0,7020.0,16380.0,70.0
576,2508,Брюки Лето женские вискоза лайм с молочным,pants,6.0,23394.0,0.0554,79.6819,A,3899.0,7018.2,16375.8,70.0
577,2230,Джемпер Агата шерсть горький шоколад,knitwear,4.0,23380.0,0.0554,79.7373,A,5845.0,7014.0,16366.0,70.0
578,1244,Топ с горлом в рубчик джинс,tops_blouses,12.0,23300.0,0.0552,79.7925,A,1941.67,6990.0,16310.0,70.0
579,2807,Джемпер Ромашки Нью лимон-лаванда,knitwear,4.0,23300.0,0.0552,79.8477,A,5825.0,6990.0,16310.0,70.0
580,322,Шапка взрослая шерсть терракот,accessories,15.0,23296.0,0.0552,79.9029,A,1553.07,6988.8,16307.2,70.0
581,1247,Джемпер сердечки детский розовый,knitwear,6.0,23280.0,0.0551,79.958,A,3880.0,6984.0,16296.0,70.0
582,2471,Лонгслив трикотажный ажур Листочки темный шоколад,tshirts_longsleeves,4.0,23250.0,0.0551,80.0131,A,5812.5,6975.0,16275.0,70.0
583,2666,Джемпер Авангард жаккард оверсайз шерсть суровый-кофейный,knitwear,3.0,23206.0,0.055,80.0681,B,7735.33,6961.8,16244.2,70.0
584,861,Джемпер Ромашки жемчужно-зефирный,knitwear,5.0,23085.0,0.0547,80.1228,B,4617.0,6925.5,16159.5,70.0
585,250,Шарф взрослый лимонный,accessories,10.0,23060.0,0.0546,80.1774,B,2306.0,6918.0,16142.0,70.0
586,2143,Юбка трикотажная прямая шерсть макси серый меланж,skirts,6.0,23020.0,0.0545,80.2319,B,3836.67,6906.0,16114.0,70.0
587,231,Шапка взрослая светлый лайм,accessories,20.0,23014.0,0.0545,80.2864,B,1150.7,6904.2,16109.8,70.0
588,1098,Пальто женское оверсайз лайм,outerwear,2.0,23000.0,0.0545,80.3409,B,11500.0,6900.0,16100.0,70.0
589,2184,Юбка трикотажная прямая шерсть миди горький шоколад,skirts,6.0,23000.0,0.0545,80.3954,B,3833.33,6900.0,16100.0,70.0
590,2735,Юбка Мерилин из тенсела черный,skirts,3.0,22960.0,0.0544,80.4498,B,7653.33,6888.0,16072.0,70.0
591,2729,Джемпер Бантики бургунди с розовым,knitwear,4.0,22940.0,0.0543,80.5041,B,5735.0,6882.0,16058.0,70.0
592,902,Юбка вискоза миди синяя,skirts,8.0,22895.0,0.0542,80.5583,B,2861.88,6868.5,16026.5,70.0
593,1068,Рубашка мужская oversize фланель шоколад,tops_blouses,6.0,22830.0,0.0541,80.6124,B,3805.0,6849.0,15981.0,70.0
594,493,Шапка Взрослая горчица,accessories,20.0,22760.0,0.0539,80.6663,B,1138.0,6828.0,15932.0,70.0
595,258,Шарф взрослый джинс,accessories,11.0,22752.0,0.0539,80.7202,B,2068.36,6825.6,15926.4,70.0
596,2345,Юбка плиссе трикотажная мини черный,skirts,11.0,22728.0,0.0538,80.7741,B,2066.18,6818.4,15909.6,70.0
597,2510,Рубашка Лето женская вискоза лайм с молочным,tops_blouses,6.0,22700.0,0.0538,80.8278,B,3783.33,6810.0,15890.0,70.0
598,2629,Капор шерсть маренго,accessories,8.0,22692.0,0.0538,80.8816,B,2836.5,6807.6,15884.4,70.0
599,2227,Джемпер Джеки шерсть липа,knitwear,4.0,22684.0,0.0537,80.9353,B,5671.0,6805.2,15878.8,70.0
600,1286,Свитер с горлом голубой Меланж,knitwear,12.0,22620.0,0.0536,80.9889,B,1885.0,6786.0,15834.0,70.0
601,2297,Рубашка хлопок трюфель,tops_blouses,5.0,22596.0,0.0535,81.0424,B,4519.2,6778.8,15817.2,70.0
602,560,Шапка взрослая лимонный,accessories,20.0,22596.0,0.0535,81.096,B,1129.8,6778.8,15817.2,70.0
603,257,Шарф взрослый олива,accessories,12.0,22590.0,0.0535,81.1495,B,1882.5,6777.0,15813.0,70.0
604,1302,Джемпер в рубчик укороченный яркая фуксия,knitwear,10.0,22533.0,0.0534,81.2028,B,2253.3,6759.9,15773.1,70.0
605,2242,Шапка взрослая шерсть голубой меланж,accessories,13.0,22528.0,0.0534,81.2562,B,1732.92,6758.4,15769.6,70.0
606,1118,Шапка взрослая шерсть ванильно-розовый,accessories,14.0,22440.0,0.0532,81.3094,B,1602.86,6732.0,15708.0,70.0
607,515,Брюки трикотаж серо-льняной,pants,6.0,22400.0,0.0531,81.3624,B,3733.33,6720.0,15680.0,70.0
608,2203,Платье Агата мини велюр шоколад,dresses,4.0,22340.0,0.0529,81.4153,B,5585.0,6702.0,15638.0,70.0
609,2604,Кардиган Оверсайз интерлок зеленая полынь,knitwear,3.0,22268.0,0.0527,81.4681,B,7422.67,6680.4,15587.6,70.0
610,228,Шапка взрослая изумруд,accessories,20.0,22260.0,0.0527,81.5208,B,1113.0,6678.0,15582.0,70.0
611,2216,Шапка взрослая шерсть синий меланж,accessories,14.0,22232.0,0.0527,81.5735,B,1588.0,6669.6,15562.4,70.0
612,2806,Джемпер Ромашки Нью лаванда-лимон,knitwear,3.0,22192.0,0.0526,81.6261,B,7397.33,6657.6,15534.4,70.0
613,1046,Шарф взрослый шерсть голубой,accessories,8.0,22100.0,0.0524,81.6784,B,2762.5,6630.0,15470.0,70.0
614,2311,Шорты зебра оливковые,pants,4.0,22040.0,0.0522,81.7306,B,5510.0,6612.0,15428.0,70.0
615,974,Брюки палаццо льняные бирюза,pants,4.0,21924.0,0.0519,81.7825,B,5481.0,6577.2,15346.8,70.0
616,826,Джемпер Джеки шерсть лазурный,knitwear,4.0,21860.0,0.0518,81.8343,B,5465.0,6558.0,15302.0,70.0
617,1065,Юбка макси атласная нефрит,skirts,6.0,21800.0,0.0516,81.886,B,3633.33,6540.0,15260.0,70.0
618,906,Жилет ромашки зеленый,knitwear,7.0,21700.0,0.0514,81.9374,B,3100.0,6510.0,15190.0,70.0
619,2787,Косынка трикотажная шерсть красный,accessories,8.0,21607.0,0.0512,81.9886,B,2700.88,6482.1,15124.9,70.0
620,2033,Джемпер мужской Грибочки травяной,knitwear,3.0,21600.0,0.0512,82.0397,B,7200.0,6480.0,15120.0,70.0
621,2671,Шарф взрослый сливовый,accessories,9.0,21580.0,0.0511,82.0908,B,2397.78,6474.0,15106.0,70.0
622,2687,Жилет стеганый двусторонний с карманами олива,knitwear,4.0,21460.0,0.0508,82.1417,B,5365.0,6438.0,15022.0,70.0
623,2030,Рубашка льняная синяя,tops_blouses,4.0,21420.0,0.0507,82.1924,B,5355.0,6426.0,14994.0,70.0
624,2635,Костюм домашний женский Хоум серый меланж,suits,6.0,21420.0,0.0507,82.2431,B,3570.0,6426.0,14994.0,70.0
625,469,Шарф взрослый лайм,accessories,10.0,21418.0,0.0507,82.2939,B,2141.8,6425.4,14992.6,70.0
626,2678,Пальто шерстяное двубортное на пуговицах шоколад,outerwear,1.0,21375.0,0.0506,82.3445,B,21375.0,6412.5,14962.5,70.0
627,1264,Тельняшка тонкая лимонно-травяной,tshirts_longsleeves,15.0,21320.0,0.0505,82.395,B,1421.33,6396.0,14924.0,70.0
628,2685,Юбка Этника трикотажная жаккард макси маренго-брусника,skirts,3.0,21240.0,0.0503,82.4453,B,7080.0,6372.0,14868.0,70.0
629,238,Шапка взрослая молочный,accessories,15.0,21230.0,0.0503,82.4956,B,1415.33,6369.0,14861.0,70.0
630,2578,Свитер женский Релакс круглый ворот манго,knitwear,4.0,21174.0,0.0502,82.5458,B,5293.5,6352.2,14821.8,70.0
631,2658,Костюм домашний женский Хоум брусника,suits,3.0,21060.0,0.0499,82.5957,B,7020.0,6318.0,14742.0,70.0
632,72,Топ в рубчик V-вырез яркая фуксия,tops_blouses,16.0,20988.5,0.0497,82.6454,B,1311.78,6296.55,14691.95,70.0
633,2609,Палантин трикотажный в полоску полынь-горчица,accessories,5.0,20930.0,0.0496,82.695,B,4186.0,6279.0,14651.0,70.0
634,2745,Платье интерлок шерсть суровый макси,dresses,3.0,20930.0,0.0496,82.7445,B,6976.67,6279.0,14651.0,70.0
635,2223,Юбка трикотажная прямая графит миди,skirts,6.0,20900.0,0.0495,82.794,B,3483.33,6270.0,14630.0,70.0
636,2330,Джемпер мужской грибочки маренго-лосось,knitwear,3.0,20900.0,0.0495,82.8436,B,6966.67,6270.0,14630.0,70.0
637,2816,Джемпер Монпансье липа-зефирный,knitwear,3.0,20900.0,0.0495,82.8931,B,6966.67,6270.0,14630.0,70.0
638,2613,Джемпер Агата бежевый,knitwear,4.0,20790.0,0.0492,82.9423,B,5197.5,6237.0,14553.0,70.0
639,211,Джемпер Джеки интерлок лаванда,knitwear,4.0,20780.0,0.0492,82.9915,B,5195.0,6234.0,14546.0,70.0
640,2145,Свитер Арлекино травяной с розовым,knitwear,4.0,20770.0,0.0492,83.0407,B,5192.5,6231.0,14539.0,70.0
641,1139,Футболка базовая олива,tshirts_longsleeves,16.0,20739.7,0.0491,83.0899,B,1296.23,6221.91,14517.79,70.0
642,2209,Топ на широких бретелях искусственный шелк винный,tops_blouses,8.0,20700.0,0.049,83.1389,B,2587.5,6210.0,14490.0,70.0
