model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Жилет джинсовый зебра,pants,1,2296,1,оливковый,100.0,5.0,19932.0,0.0472,3986.4,5979.6,13952.4,70.0,4.0,15532.0,4,239.17,Y,B,BY,10.0,912.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4400.0,94.1279
Футболка базовая желтый,tshirts_longsleeves,1,1293,1,лимонный,100.0,13.0,19911.7,0.0472,1531.67,5973.51,13938.19,70.0,0.0,0.0,6,296.63,Z,B,BZ,-3.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,1900.0,94.1751
Тельняшка тонкая черный,tshirts_longsleeves,1,660,2,бело-черный,85.28,17.0,19700.0,0.0467,1158.82,5910.0,13790.0,70.0,15.0,15000.0,5,235.81,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,94.2217
Шарф взрослый байкал,accessories,1,1142,1,голубой Байкал,100.0,9.0,19264.0,0.0456,2140.44,5779.2,13484.8,70.0,2.0,4732.0,7,168.87,Y,B,BY,5.0,912.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2600.0,94.2673
Джемпер кружево травяной,knitwear,1,2764,1,молочно-травяной,100.0,3.0,19040.0,0.0451,6346.67,5712.0,13328.0,70.0,3.0,19040.0,1,479.58,Z,B,BZ,3.0,365.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,94.3125
Шапка взрослая розовый,accessories,1,227,1,классический розовый,100.0,16.0,19020.0,0.0451,1188.75,5706.0,13314.0,70.0,8.0,8680.0,9,158.75,Y,B,BY,5.0,228.1,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1200.0,94.3575
Свитер кострома лайм,knitwear,1,1082,1,светлый лайм,100.0,6.0,18970.0,0.0449,3161.67,5691.0,13279.0,70.0,0.0,0.0,4,239.17,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4200.0,94.4024
Юбка трикотажная прямая синий макси,skirts,1,2154,1,темно-синий,100.0,5.0,18950.0,0.0449,3790.0,5685.0,13265.0,70.0,5.0,18950.0,5,194.94,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,94.4473
Топ в рубчик,tops_blouses,1,508,1,голубой,100.0,12.0,18931.5,0.0448,1577.62,5679.45,13252.05,70.0,1.0,1352.0,8,163.3,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,94.4922
Юбка лапша шоколад макси,skirts,1,2124,1,шоколадный,100.0,6.0,18820.0,0.0446,3136.67,5646.0,13174.0,70.0,0.0,0.0,3,288.68,Z,B,BZ,1.0,,deadstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3800.0,94.5368
Свитер мужской релакс круглый ворот,knitwear,3,"2579, 2581, 2583",3,маренго,34.4,3.0,18780.0,0.0445,6260.0,5634.0,13146.0,70.0,3.0,18780.0,2,351.19,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6800.0,94.5812
Шапка взрослая два подворота,accessories,10,"276, 279, 283, 284, 285, 286, 295, 296, 733, 735",10,бордовый,22.08,16.0,18750.0,0.0444,1171.88,5625.0,13125.0,70.0,4.0,4810.0,9,154.11,Y,B,BY,1.0,91.2,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1300.0,94.6257
Рубашка удлиненная хлопок в полоску,tops_blouses,1,967,1,розово-голубой,100.0,5.0,18660.0,0.0442,3732.0,5598.0,13062.0,70.0,1.0,4500.0,3,309.19,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,94.6699
Джинсовка хлопковая голубой,pants,1,2373,1,светло-голубой,100.0,3.0,18560.0,0.044,6186.67,5568.0,12992.0,70.0,2.0,12800.0,3,264.58,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,9100.0,94.7138
Лонгслив женский,tshirts_longsleeves,2,"2597, 2628",2,хаки,82.52,6.0,18540.0,0.0439,3090.0,5562.0,12978.0,70.0,6.0,18540.0,4,238.05,Y,B,BY,12.0,730.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3600.0,94.7577
Рубашка мужская oversize фланель клетка ириска,tops_blouses,1,2083,1,коричнево-серый,100.0,4.0,18480.0,0.0438,4620.0,5544.0,12936.0,70.0,3.0,14140.0,3,282.84,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,94.8015
Жилет ромашки коралл-мята,knitwear,1,905,1,лосось-мята,100.0,5.0,18400.0,0.0436,3680.0,5520.0,12880.0,70.0,0.0,0.0,4,239.17,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,94.8451
Джемпер детский грибочки,knitwear,1,2060,1,ежевично-лаймовый,100.0,4.0,18212.0,0.0431,4553.0,5463.6,12748.4,70.0,0.0,0.0,2,374.17,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,94.8882
Шарф баба-яга,accessories,1,2536,1,фуксия-лайм,100.0,4.0,18170.0,0.043,4542.5,5451.0,12719.0,70.0,4.0,18170.0,4,223.61,Y,B,BY,1.0,91.2,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4600.0,94.9313
Юбка вискоза миди геометрия,skirts,1,920,1,черно-белый,100.0,7.0,18110.0,0.0429,2587.14,5433.0,12677.0,70.0,2.0,3400.0,5,231.68,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1700.0,94.9742
Юбка вискоза миди розовая в ромашку,skirts,1,943,1,розовый в мелкую ромашку,100.0,6.0,17800.0,0.0422,2966.67,5340.0,12460.0,70.0,0.0,0.0,3,264.58,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,95.0163
Юбка трикотажная софи изумруд макси,skirts,1,2615,1,изумруд,100.0,3.0,17794.0,0.0422,5931.33,5338.2,12455.8,70.0,3.0,17794.0,2,351.19,Z,C,CZ,6.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,95.0585
Джемпер ирония судьбы розовый с изумрудной полосой,knitwear,1,2710,1,изумруд-розовый,100.0,3.0,17760.0,0.0421,5920.0,5328.0,12432.0,70.0,3.0,17760.0,3,264.58,Z,C,CZ,5.0,608.3,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6600.0,95.1006
Юбка вискоза миди синяя в цветок,skirts,1,903,1,сине-белый-черный,100.0,7.0,17600.0,0.0417,2514.29,5280.0,12320.0,70.0,0.0,0.0,4,251.93,Z,C,CZ,6.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1700.0,95.1423
Юбка трикотажная прямая серо-лавандовый миди,skirts,2,"2588, 2739",2,серо-лавандовый,81.17,5.0,17556.0,0.0416,3511.2,5266.8,12289.2,70.0,5.0,17556.0,4,239.17,Y,C,CY,7.0,511.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,3800.0,95.1838
Шапка взрослая шерсть лавандово-голубой,accessories,1,1033,1,ярко-голубой,100.0,11.0,17496.0,0.0414,1590.55,5248.8,12247.2,70.0,5.0,6776.0,4,274.39,Z,C,CZ,7.0,511.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1600.0,95.2253
Юбка трикотажная косичка макси а-силуэт,skirts,1,2489,1,горький шоколад,100.0,4.0,17383.3,0.0412,4345.82,5214.99,12168.31,70.0,4.0,17383.3,4,223.61,Y,C,CY,10.0,912.5,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,3800.0,95.2665
Платье тонкое трикотажное косичка макси синий,dresses,1,2506,1,темно-синий,100.0,3.0,17252.0,0.0409,5750.67,5175.6,12076.4,70.0,3.0,17252.0,3,264.58,Z,C,CZ,7.0,851.7,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6400.0,95.3073
Юбка трикотажная прямая полынь макси,skirts,1,2153,1,полынь,100.0,5.0,17240.0,0.0408,3448.0,5172.0,12068.0,70.0,2.0,7220.0,4,239.17,Y,C,CY,0.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,3800.0,95.3482
Юбка прямая жатая с кружевом миди бежевый,skirts,1,2917,1,ванильно-шоколадный,100.0,3.0,17050.0,0.0404,5683.33,5115.0,11935.0,70.0,3.0,17050.0,1,479.58,Z,C,CZ,9.0,1095.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,95.3886
Палантин полимаркет в полоску,accessories,2,"2592, 2593",2,полынно-горчичный,66.67,3.0,16800.0,0.0398,5600.0,5040.0,11760.0,70.0,3.0,16800.0,1,479.58,Z,C,CZ,2.0,243.3,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,5600.0,95.4283
Шапка половинка взрослая,accessories,10,"2848, 2851, 2874, 2875, 2878, 2902, 2903, 2910, 2911, 575",10,мятно-желтый,16.68,13.0,16788.0,0.0398,1291.38,5036.4,11751.6,70.0,13.0,16788.0,3,372.98,Z,C,CZ,62.0,1740.8,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1400.0,95.4681
Брюки классика вискоза корица в полоску,pants,1,2141,1,корица,100.0,5.0,16600.0,0.0393,3320.0,4980.0,11620.0,70.0,4.0,11560.0,4,239.17,Y,C,CY,9.0,821.2,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2500.0,95.5074
Жилет ромашки розово-белый,knitwear,1,898,1,нежно-розовый с молочным,100.0,5.0,16490.0,0.0391,3298.0,4947.0,11543.0,70.0,0.0,0.0,4,239.17,Y,C,CY,0.0,,no_signal,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,,95.5465
